Title,Author(s),Publisher,Publish Year,ISBN,OL Work Key,Page Count,Categories,Description,Cover Image
"Watch Your Thoughts, for They Become Your Words. Watch Your Words, for They Become Your Actions. Watch Your Actions, for They Become Your Habits. Watch Your Habits, for They Become Your Character. Watch Your Character, for It Becomes Your Destiny. What We",Premier Publishing,Xlibris Corporation,2019,,https://openlibrary.org/works/OL30299338W,115,Religion,"There is power in your words. Our words have great and destructive power. They truly have potency of a dynamite, they can hurt, heal or hinder us and others. We must know what the scriptures us that our words have life or death potentials. But we must choose each hour, of our day to commit to be aware of the words that come out of our mouth. We are going to be held accountable for every single word spoken. To go a bit further the bible tells us that what I think I can become Think about IT, Speak about IT and Be I IT! “Articulation is Activation”. Watch your words change when you: Watch your words Watch your life Watch others Watch God’s word guide and build you and others up! This book will encourage you to watch your words with practical suggestions.",http://books.google.com/books/content?id=EVy3EAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Protecting Palanthas,Douglas W. Clark,,2007,,https://openlibrary.org/works/OL4331948W,0,Knights and knighthood,Gerard uth Mondar and Galdar the minotaur must join forces in order to find a chest which threatens the safety of Palanthas.,http://books.google.com/books/content?id=6x-WGAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
The Secret of Pax Tharkas,Douglas Niles,,2007,,https://openlibrary.org/works/OL1635407W,0,Fantasy fiction,"In the first title of his new, post-War of the Souls trilogy, Niles explores the destiny of the fractious dwarven kingdom of Krynn. Original.",http://books.google.com/books/content?id=YW9_GQAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
"The Weird Menace Collection - Black Talons, Moon of Zambebwei, Skull-Face & Black Wind Blowing",Robert E. Howard,,2011,,https://openlibrary.org/works/OL20435091W,182,Fiction,"Robert Ervin Howard (1906 - 1936) was an American writer of fantasy, horror, historical adventure, boxing, western, and detective fiction. He is most famous for creating the character Conan the Barbarian. His is a master of the weird and the gloomy, extremely well read and his stories have been reprinted endlessly since his premature death. 'The Weird Menace Collection' showcases his horror stories and comprises the four 'Weird Menace' books: Black Talons Moon of Zambebwei Skull-Face Black Wind Blowing",http://books.google.com/books/content?id=oIiFZwEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
The Sellswords,R. A. Salvatore,,2010,,https://openlibrary.org/works/OL17402452W,0,Assassins,"Follows the power-hungry dark elf Jarlaxle and his assassin compatriot, Artemis Entreri, as they battle evil forces.",http://books.google.com/books/content?id=HSANRQAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
Renegade Wizards,Lucien Soulban,Wizards of the Coast,2009,,https://openlibrary.org/works/OL14951722W,289,Fiction,"Before the War of the Lance, magic faced and fought its own demise. The Journeyman is charged to use the ancient Anvil of Time to travel back along the river of time and find the lost stories that fell between the pages of the history books. He finds Tythonnia, a young red robe learning magic in company with Ladonna of the black robes and Par-Salian of the white. The three are sent on an easy quest to find the leader of the renegade wizards, a man named Berthal, but if it was that simple, they wouldn't need mages. Instead, what started out easy turns into betrayal - magic against sorcery, the wizards against each other, and Tythonnia against herself. When Berthal finally unleashes his final attack, everyone knows that it won't end that simply.",http://books.google.com/books/content?id=NTA8uEhxQ7EC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Dragons of the Hourglass Mage,"Margaret Weis, Tracy Hickman, Sandra Burr, Rocío Monasterio",Wizards of the Coast,2008,,https://openlibrary.org/works/OL15108474W,355,Fiction,"This thrilling conclusion to the War of the Lance retelling reunites readers with fan favorite Raistlin Majere, revealing what drove his quest for godhood Raistlin Majere has become a Black Robe wizard and travels to Neraka, the lord city of the Dark Queen—ostensibly to work for her, though in reality he means to further his own quest for power. But Takhisis finds out that the dragon orb has entered her city and sends her draconians to find and destroy the wizard who has it in his possession. Before her agents can strike, though, Raistlin finds out that Takhisis means to take control of all wizardly magic. She has ordered Kitiara to set a trap for the Gods of Magic on the Night of the Eye, when all the high-ranking wizards will be in Neraka to celebrate. As the forces of light—with help from the good dragons—turn the tide of battle, Raistlin is forced to flee, for his foes are closing in on him. As the Dragon Highlords vie for the Crown of Power in the Temple of the Dark Queen, Raistlin Majere wages his own desperate battle against Takhisis in the dungeons below and meets again the brother he betrayed. The fate of the world hangs in the balance.",http://books.google.com/books/content?id=gNVZLaWpQ9cC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Dragonships of Vindras (incorrectly counted — omit),Not Found,Not Found,Not Found,Not Found,Not Found,,,,
The Gargoyle King,Richard A. Knaak,Wizards of the Coast,2009,,https://openlibrary.org/works/OL16821307W,303,Fiction,"A climactic battle of magic and steel from the New York Times–bestselling author of The Legend of Huma and the Minotaur Wars trilogy The Titans have gained the Fire Rose and seized the ogre realms from the Grand Khan Golgren. With the powerful artifact created by the god Sirrion, they have literally recreated the capital, Garantha—and they intend to remold the people next. Although the Titans believe Golgren is dead, the half-breed survives. With few he can trust and facing magic, treachery, and distrustful gods, Golgren must find the answer to his own past if he has any hope of overcoming the Titans and the powers of the Fire Rose. In doing so, however, he risks becoming just another pawn in the gargoyle king's vicious ploy for power.",http://books.google.com/books/content?id=6QRxKB-u2pIC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
"Taming the Forest King (Forest King, #1)",Claudia J. Edwards,,1986,,https://openlibrary.org/works/OL8133584W,215,,,
The Memoirs of a Survivor,Doris Lessing,,1974,,https://openlibrary.org/works/OL31251W,182,,,
Dragons of Deceit,"Margaret Weis, Tracy Hickman",Dragonlance Destinies,2022,,https://openlibrary.org/works/OL26980636W,,,,
Dragons of Fate,"Margaret Weis, Tracy Hickman",Random House Worlds,2023,,https://openlibrary.org/works/OL34056456W,412,Fiction,"A courageous heroine trapped in the distant past is determined to return to her own time—without changing the shape of the world forever—as the New York Times bestselling Dragonlance series continues in this thrilling sequel to Dragons of Deceit. A clash of powerful magical forces sets off the Graygem of Gargath, sending Destina Rosethorn and her companions deeper into the past than she intended—to the age of Huma Dragonsbane and the Third Dragon War. Now, with the Device of Time Journeying shattered, they must find another way back to their own era before the Graygem irrevocably alters history and the Third Dragon War ends in defeat for the forces of good. While the battle rages on, Destina tries desperately to make amends and prevent disaster. Raistlin and Sturm encounter their heroes Huma and Magius, and must reconcile the myths with the men. And Tasslehoff, shocked that the Knights of Solamnia have never heard of dragonlances, sets out to find the famed weapons. But as the forces of the Dark Queen close in on the High Clerist’s Tower, Destina’s party must return to their own timeline together—or not at all.",http://books.google.com/books/content?id=VneZEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Dragons of Eternity,"Margaret Weis, Tracy Hickman",Penguin Group,2024,,https://openlibrary.org/works/OL37825953W,0,Fiction,"From Margaret Weis and Tracy Hickman comes the exciting third installment of Dragonlance Destinies. An intrepid woman and her friends must somehow undo the great damage they have done to the future of their world in the thrilling conclusion to the New York Times bestselling Dragonlance series When Destina Rosethorn and her companions were transported to a time 300 years before their birth--to the days of the Third Dragon War famed in song and story--the last thing they wanted to do was upset history. But upon returning to the near-past from which they departed, they discover a world completely altered. Thanks in no small part to the Graygem of Gargath that Destina carries, the war that was once won is now lost, and the forces of evil hold sway over the land. The river of Time is rising, flowing inexorably towards present day. So it is up to Destina and her friends to make one last, desperate attempt to restore Time's river to its proper channel. For if they cannot manage it, the altered past will sweep over the present until no trace of their old world remains.",http://books.google.com/books/content?id=Xzj50AEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
"Taming the Forest King (Forest King, #1)",Claudia J. Edwards,,1986,,https://openlibrary.org/works/OL8133584W,215,,,
The Memoirs of a Survivor,Doris Lessing,,1974,,https://openlibrary.org/works/OL31251W,182,,,
Dragons of Deceit,"Margaret Weis, Tracy Hickman",Dragonlance Destinies,2022,,https://openlibrary.org/works/OL26980636W,,,,
Dragons of Fate,"Margaret Weis, Tracy Hickman",Random House Worlds,2023,,https://openlibrary.org/works/OL34056456W,412,Fiction,"A courageous heroine trapped in the distant past is determined to return to her own time—without changing the shape of the world forever—as the New York Times bestselling Dragonlance series continues in this thrilling sequel to Dragons of Deceit. A clash of powerful magical forces sets off the Graygem of Gargath, sending Destina Rosethorn and her companions deeper into the past than she intended—to the age of Huma Dragonsbane and the Third Dragon War. Now, with the Device of Time Journeying shattered, they must find another way back to their own era before the Graygem irrevocably alters history and the Third Dragon War ends in defeat for the forces of good. While the battle rages on, Destina tries desperately to make amends and prevent disaster. Raistlin and Sturm encounter their heroes Huma and Magius, and must reconcile the myths with the men. And Tasslehoff, shocked that the Knights of Solamnia have never heard of dragonlances, sets out to find the famed weapons. But as the forces of the Dark Queen close in on the High Clerist’s Tower, Destina’s party must return to their own timeline together—or not at all.",http://books.google.com/books/content?id=VneZEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
